,Unnamed: 0,foodID,name,cuisine,course,Regions,isVeg,isSugarFree,isHighProtein,isGluttenFree,isSattvic,isVegan,allergies,totalCaloriesInCal
232,232,233,Mexican Vegetarian Burrito Bowl ,Mexican,Dinner,4,1,0,0,0,0,0,lactose,472
233,233,234,Dahi Bhindi  - Okra in Yogurt Curry with Caramelized Onions,North Indian ,Dinner,12,1,0,0,0,0,0,lactose,47
234,234,235,Palak Paneer Bhurji  - Palak Paneer Bhurji ,North Indian ,Lunch,12,1,0,0,0,0,0,lactose,380
235,235,236,Badam Halwa ,Awadhi,Dessert,35,1,0,0,0,0,0,lactose,280
236,236,237,Sweet & Spicy Vegetable Hong Kong Style ,Cantonese,Side Dish,36,1,0,0,0,0,0,None,163
237,237,238,Tender Coconut Ice Cream ,Indian,Dessert,0,1,0,0,0,0,0,lactose,350
238,238,239,Milk Powder Chena Burfi ,Indian,Dessert,0,1,0,0,0,0,0,lactose,130
239,239,240,Carrot Orange Walnut Raita (Fruity Nutty Yogurt) ,Indian,Side Dish,0,1,0,0,0,0,0,lactose,70
240,240,241,Coffee Chocolate Truffles ,Continental,Dessert,6,1,0,0,0,0,0,lactose,111
241,241,242,Karnataka Style Ragi Ujju Rotti ,Karnataka,South Indian Breakfast,26,0,0,0,1,0,0,None,69
242,242,243,Pui Shaker Chorchori  - Mixed Vegetable Curry With Malabar Spinach,North East India ,Side Dish,37,1,0,0,0,0,0,None,200
243,243,244,Potato Pancakes ,Continental,World Breakfast,6,0,0,0,0,0,0,lactose,269
244,244,245,Bamboo Shoot Stir Fry ,Asian,Side Dish,21,0,1,0,0,0,0,mushroom,70
245,245,246,Udupi Style Red Parboiled Rice Sevai  (Red Rice Vermicelli),Udupi,South Indian Breakfast,3,1,0,0,0,0,0,None,378
246,246,247,Till Wale Aloo  - Sesame Potato Sabzi,Indian,Lunch,0,1,0,0,0,0,0,None,195
247,247,248,Beetroot Loni Sponge Dosa ,North Indian ,North Indian Breakfast,12,1,0,0,0,0,0,lactose,430
248,248,249,Sweet & Spicy Stuffed Paneer In Kofta Curry ,North Indian ,Dinner,12,1,0,0,0,0,0,lactose,530
249,249,250,"Sichuan Style Zhong Shui Jiao  (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil )",Italian ,Side Dish,13,1,0,0,0,0,0,None,164
250,250,251,Spicy Baby Potatoes ,North Indian ,Lunch,12,1,0,0,0,0,0,None,137
251,251,252,Barley Whole Wheat Coffee Marble Cake ,Continental,Snack,6,1,0,0,0,0,0,lactose,263
252,252,253,Chettinad Dry Pepper Chicken ,Chettinad,Appetizer,9,0,0,1,0,0,0,None,365
253,253,254,Andhra Style Lettuce Pulp  (Spinach Dal ),Andhra,Lunch,2,1,0,0,0,0,0,None,10
254,254,255,Rich Dark Chocolate Mousse ,Continental,Dessert,6,0,0,0,0,0,0,lactose,400
255,255,256,Hunase Gojju  - Hunase Gojju ,Karnataka,Lunch,26,1,0,0,0,0,0,None,120
256,256,257,Qahwa | Arabic Coffee ,Arab,Snack,67,1,0,0,0,0,0,None,170
257,257,258,Broccoli Corn & Barley Soup ,Continental,Dinner,6,1,0,0,0,0,0,lactose,70
258,258,259,Spirulina and Mint Basil Pesto Pasta ,Italian,Lunch,13,1,0,0,0,0,0,None,321
259,259,260,Goan Style Sando  (Steamed Rice Cakes Filled With Sweet Coconut),Goan ,Dessert,30,1,0,0,0,0,0,lactose,69
260,260,261,"Til Moongphali Aur Kundru Sabzi  - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,Side Dish,0,1,0,0,0,0,0,peanuts,135
261,261,262,Asian Style Honey Soy Sticky Chicken ,Continental,Appetizer,6,0,0,0,0,0,0,None,220
262,262,263,Kaigari Pirattal  (Chettinad Style Mixed Vegetables),Tamil Nadu,Lunch,10,1,0,0,0,0,0,None,174
263,263,264,Pomegranate Frozen Margarita ,Continental,Lunch,6,1,0,0,0,0,0,None,160
264,264,265,Chinese Egg Fried Rice  With Oats,Fusion,Dinner,5,0,0,0,0,0,0,None,204
265,265,266,Matar Besan and Paneer Cheela  - Matar Besan and Paneer Cheela ,North Indian ,North Indian Breakfast,12,1,0,0,0,0,0,lactose,75
266,266,267,Leftover Roti Cutlet ,Indian,Snack,0,1,0,0,0,0,0,None,108
267,267,268,Flourless Orange Cake With Cream Cheese Frosting ,Continental,Dessert,6,0,0,0,0,0,0,lactose,234
268,268,269,Spicy Paneer Bhurji Pav Sandwich  - Breakfast ,North Indian ,Dinner,12,1,0,1,0,0,0,lactose,412
269,269,270,Asian Style Baby Corn With Sesame Seeds and Peanut Sauce ,Asian,Appetizer,21,1,0,0,0,0,0,peanuts,274
270,270,271,Papaya and Carrot Halwa ,North Indian ,Dessert,12,1,0,0,0,0,0,lactose,195
271,271,272,Phalguni Dal,Bengali ,Lunch,7,1,0,1,0,0,0,None,93
272,272,273,Soft Millet Taco  Topped With Hummus & Veggies,Middle Eastern,World Breakfast,22,0,1,0,0,0,0,lactose,273
273,273,274,Sprouted Moong And Onion Fritters ,Indian,Snack,0,1,0,0,0,0,0,None,43
274,274,275,Lemon And Ginger Spicy Black Eyed Beans ,Mexican,Side Dish,4,1,0,1,0,0,0,None,78
275,275,276,Gawar Phali Masala Sabzi  - Cluster Beans Gravy Sabzi,North Indian ,Lunch,12,1,0,0,0,0,0,peanuts,143
276,276,277,Corn only quiche ,Indian,Snack,0,1,0,0,0,0,0,None,274
277,277,278,Lacha Onion  - Masala Pickled Onions,North Indian ,Side Dish,12,1,0,0,0,0,0,None,14
278,278,279,Masala Cornflakes Chicken ,Indian,Appetizer,0,0,0,1,0,0,0,None,286
279,279,280,Tofu Bhurji  - Spicy Scrambled Tofu,North Indian ,North Indian Breakfast,12,1,0,0,0,0,1,None,123
280,280,281,Savoury Bread Pudding ,Continental,Main Course,6,0,0,0,0,0,0,lactose,289
281,281,282,Stuffed Radish Paneer Paratha ,North Indian ,North Indian Breakfast,12,1,0,0,0,0,0,lactose,210
282,282,283,Orange Peppermint Green Tea Punch ,Continental,Appetizer,6,1,0,0,0,0,0,None,62
283,283,284,Zucchini Tater Tots  - A Delicious Party Appetizer,Continental,Appetizer,6,1,0,0,0,0,0,lactose,93
284,284,285,Moringa Masoor Dal  - Drumstick Leaves Dal,North Indian ,Lunch,12,1,0,1,0,0,0,None,286
285,285,286,Gujarati Methi Na Dhebra ,Gujarati ?,Snack,18,0,1,0,0,0,0,lactose,45
286,286,287,Rajasthani Gatte Ki Sabzi  With Onion & Garlic,Rajasthani,Lunch,20,1,0,0,0,0,0,lactose,428
287,287,288,Bengali Aloo Potol er Dalna  - A Traditional Vegetable Side Dish,Bengali ,Dinner,7,1,0,0,0,0,0,None,240
288,288,289,Egg Sholay Kebab ,South Indian ,Appetizer,1,0,0,0,0,0,0,None,112
289,289,290,One Pot Methi Mushroom Brown Rice Pulao ,Indian,Lunch,0,1,0,0,0,0,0,mushroom,152
290,290,291,Egg and Bread Fried Rice ,Fusion,Dinner,5,0,0,0,0,0,0,None,250
291,291,292,Veg Mughlai Paratha ,Mughlai,Lunch,39,1,0,0,0,0,0,lactose,120
292,292,293,Crispy Vegetable Tempura ,Japanese,Appetizer,40,1,0,0,0,0,0,None,99
293,293,294,Andhra Style Stuffed Boils  (Crispy Tapioke Snack),Andhra,Snack,2,1,0,0,0,0,0,lactose,246
294,294,295,Andhra Style Palakura Vepudu  - Spinach Stir Fry ,Andhra,Lunch,2,1,0,0,0,0,0,None,40
295,295,296,Papaya Orange Pomegranate Salad  With Roasted Peanuts,Continental,Appetizer,6,1,0,0,0,0,0,peanuts,220
296,296,297,Paka Kela Ki Sabzi  | Paka Kela nu Shaak | Gujarati Jain ,Gujarati ?,Dinner,18,1,0,0,0,0,0,None,180
297,297,298,Chocolate Tart ,Continental,Dessert,6,0,0,0,0,0,0,lactose,260
298,298,299,Navrang dal  - Navrang Dal (),North Indian ,Lunch,12,1,0,1,0,0,0,None,120
299,299,300,Green Moong Dal Sundal  - Green Moong Dal Sundal ,South Indian ,Side Dish,1,1,0,0,0,0,0,None,105
300,300,301,Chow Chow Sambar  - Chow-Chow Sambar,South Indian ,Lunch,1,1,0,1,0,0,0,None,55
301,301,302,Tamil Nadu Style White Paniyaram  - Semi Sweet Rice & Dal Printers,Chettinad,Snack,9,1,0,0,0,0,0,lactose,90
302,302,303,Kurkuri Bhindi With Spicy Tomato Yogurt Gravy ,North Indian ,Lunch,12,1,0,0,0,0,0,lactose,271
303,303,304,Thulli  (Broken Wheat Halwa),Indian,Dessert,0,1,0,0,0,0,0,lactose,111
304,304,305,Gulkand Chai  - A Delicious Rose Flavored Indian Tea,North Indian ,North Indian Breakfast,12,1,0,0,0,0,0,lactose,20
305,305,306,Spinach And Tortellini Soup ,Italian,Side Dish,13,1,0,0,0,0,0,lactose,270
306,306,307,Chak-Hao Amubi  (Black Rice Pudding),North East India ,Dessert,37,1,0,0,0,0,0,lactose,275
307,307,308,Four Cheese and Spinach Stuffed Mushrooms ,Continental,Appetizer,6,1,0,0,0,0,0,lactose,60
308,308,309,Roasted Vegetable Pasta Primavera ,Continental,Appetizer,6,1,0,0,0,0,0,lactose,353
309,309,310,Kashmiri Style Chicken Pulao ,Kashmiri,One Pot Dish,25,0,0,0,0,0,0,lactose,700
310,310,311,Stuffed Tomato With Stir-Fried Quinoa And Feta ,Middle Eastern,Appetizer,22,1,0,0,0,0,0,lactose,150
311,311,312,Keeme Ja Bhalla  - Sindhi Mutton Keema Balls In Gravy,Sindhi,Main Course,14,0,0,0,0,0,0,None,2251
312,312,313,Kabuli Chana Sundal  - Chickpea Sundal ,South Indian ,Snack,1,1,0,1,0,0,0,None,111
313,313,314,Spinach And Corn Sandwich  Flavored With Sandwich Spread,Continental,World Breakfast,6,1,0,0,0,0,0,lactose,196
314,314,315,Spaghetti Pasta  In Roasted Pumpkin Sauce,Italian,Dinner,13,1,0,0,0,0,0,lactose,160
315,315,316,Cold Potato Salad With Cilantro Dressing ,Continental,Side Dish,6,1,0,0,0,0,0,lactose,300
316,316,317,Pista Burfi  - Indian Spiced Pistachio Fudge,Indian,Dessert,0,1,0,0,0,0,0,None,111
317,317,318,No Onion No Garlic Lobia Masala  In Electric Pressure Cooker,Gujarati ?,Dinner,18,0,0,0,0,1,0,None,234
318,318,319,Instant Puliodarai Powder  (Puliogare / Pulihora Powder),South Indian ,Dinner,1,0,0,0,0,1,0,peanuts,35
319,319,320,Vendakka Stew  (Kerala Style Okra Stew),kerala,Dinner,17,1,0,0,0,0,0,lactose,212
320,320,321,Party Sev Puri  Filled With Potato & Pomegranate Mint Mayo,North Indian ,Snack,12,1,0,0,0,0,0,None,205
321,321,322,Rava Chakli  - Karnataka Style With Rava & Rice Flour,Karnataka,Snack,26,1,0,0,0,0,0,lactose,286
322,322,323,Roasted Chickpeas ,North Indian ,Snack,12,1,0,1,0,0,0,None,134
323,323,324,Carrot Chutney ,Indian,Side Dish,0,1,0,0,0,0,0,None,15
324,324,325,Peeled Moong Dal Curry ,North Indian ,Dinner,12,1,0,1,0,0,0,None,230
325,325,326,For Chikki  - Healthy Sesame Bars,Indian,Snack,0,1,0,0,0,0,0,None,71
326,326,327,Chocolate Glazed Coconut Macaroons ,Continental,Snack,6,1,0,0,0,0,0,lactose,110
327,327,328,Sookhi Moong Palak Dal  (Whole Green Moong Gram with Spinach),North Indian ,Side Dish,12,1,0,1,0,0,0,None,132
328,328,329,Coconut Chocolate Balls ,Continental,Dessert,6,1,0,0,0,0,0,lactose,100
329,329,330,Kerala Style Pacha Mango Avial ,kerala,Side Dish,17,1,0,0,0,0,0,None,73
330,330,331,Stuffed Palak Paneer Paratha,Indian,Indian Breakfast,0,1,0,1,0,0,0,lactose,200
331,331,332,Meen Vevichathu  - Kottayam Style Fish Curry,kerala,Lunch,17,0,0,1,0,0,0,None,290
332,332,333,Masoor Dal Gassi  - Masoor Dal Gassi ,Mangalorean,Dinner,41,1,0,1,0,0,0,None,150
333,333,334,Potato Stuffed Dal Dhokli ,North Indian ,Lunch,12,1,0,0,0,0,0,peanuts,435
334,334,335,Green Chilli Chicken Fry  - Green Chilli Chicken Fry ,Indian,Appetizer,0,0,0,1,0,0,0,None,300
335,335,336,Tofu and Chickpea Patty  (Cutlets),Indian,Snack,0,1,0,0,0,0,0,None,154
336,336,337,Paneer In Coconut Gravy ,North Indian ,Dinner,12,1,0,0,0,0,0,lactose,470
337,337,338,Keerai Masiyal ,South Indian ,Side Dish,1,1,0,1,0,0,0,None,61
338,338,339,Thai Som Tum  (Thai Green Papaya Salad),Thai,Appetizer,15,1,0,0,0,0,0,peanuts,100
339,339,340,Desiccated Coconut Coriander Chutney ,South Indian ,Side Dish,1,1,0,0,0,0,0,None,35
340,340,341,Quick Masala French Toast ,Continental,World Breakfast,6,0,0,0,0,0,0,lactose,170
341,341,342,Kerala Style Tapioca with Coconut Curd Chutney ,kerala,South Indian Breakfast,17,1,0,0,0,0,0,lactose,85
342,342,343,Matcha Cookies ,Fusion,Snack,5,1,0,0,0,0,0,lactose,160
343,343,344,"Corn Salad With Radishes, Jalapeño And Lime In Mint Mayo ",North Indian ,Snack,12,1,0,0,0,0,0,None,103
344,344,345,Goan Poee ,Goan ,Lunch,30,1,0,0,0,0,0,None,35
345,345,346,Chunky Cucumber Salsa ,Mexican,Dinner,4,1,0,0,0,0,0,None,50
346,346,347,Grilled Eggplant With Tahini and Yogurt Dip ,Continental,Appetizer,6,1,0,0,0,0,0,None,266
347,347,348,Potato Paneer Curry Without Onion And Garlic  (Vrat Wale Aloo Paneer),North Indian ,Lunch,12,1,0,0,0,0,0,lactose,136
348,348,349,Fansi Muthia Nu Shaak  - Green Beans With Gram Flour Dumplings,Gujarati ?,Main Course,18,1,0,0,0,0,0,None,123
349,349,350,Kerala Style Appam  - Kerala Style Appam ,kerala,Main Course,17,1,0,0,0,0,0,None,180
350,350,351,Kashmiri Style Shab Deg -Mutton Kofta and Turnip Curry,Kashmiri,Lunch,25,0,0,0,0,0,0,lactose,793
351,351,352,Tofu Banh Mi  - Vietnamese Grilled Tofu Sandwich,Vietnamese,Dinner,42,1,0,0,0,0,0,None,593
352,352,353,Sour Sweet Petha  (Yellow Pumpkin Vegetable),Indian,Lunch,0,1,0,0,0,0,0,None,305
353,353,354,Macher Chop  (Bengali Style Fish Croquettes),Bengali ,Snack,7,0,0,0,0,0,0,None,90
354,354,355,Mixed Sprouts Sabzi ,Indian,Lunch,0,1,0,1,0,0,0,None,148
355,355,356,Baked Muesli Tart with Strawberry Yogurt and Chia Seeds ,Continental,Dessert,6,1,0,0,0,0,0,lactose,372
356,356,357,Banoffee Pie ,British,Dessert,43,1,0,0,0,0,0,lactose,338
357,357,358,Himachal Style Khatta Jimikand  - Spicy Tangy Yam,Himachal,Side Dish,34,1,0,0,0,0,0,None,293
358,358,359,Tulsi and Betel Leaves Rasam  - Tulsi and Betel Leaves Rasam ,South Indian ,Lunch,1,1,0,0,0,0,0,None,130
359,359,360,Prawn Ghee Roast ,Mangalorean,Side Dish,41,0,0,0,0,0,0,lactose,637
360,360,361,Rosemary Roasted Potatoes And Pepper Salad ,Italian,Appetizer,13,1,0,0,0,0,0,None,150
361,361,362,Baked Roasted Vegetable Lasagna  With Low Fat Cheese & Oat Sauce,Italian,Appetizer,13,1,0,0,0,0,0,lactose,366
362,362,363,Dharwad Peda ,North Karnataka,Dessert,44,1,0,0,0,0,0,lactose,133
363,363,364,Chickpea Coconut Milk Curry ,North Indian ,Lunch,12,1,0,1,0,0,0,lactose,303
364,364,365,Vegan Kofta Curry ,North Indian ,Dinner,12,1,0,0,0,0,1,None,143
365,365,366,Chana Dal Chutney ,South Indian ,Side Dish,1,1,0,0,0,0,0,None,139
366,366,367,Coriander Prawn Cakes ,Continental,Appetizer,6,0,0,0,0,0,0,None,95
367,367,368,Delicious Skillet Plum Cake ,Continental,Snack,6,0,0,0,0,0,0,lactose,300
368,368,369,Sweet Potato Dal ,North Indian ,Lunch,12,1,0,0,0,0,0,None,86
369,369,370,Beetroot Millet Paniyaram ,Chettinad,Snack,9,1,0,0,0,0,0,None,196
370,370,371,Nutty Oats Almond Truffle  - A Healthy Snack,Continental,Snack,6,1,0,1,0,0,0,None,300
371,371,372,Chicken and Mushroom Pot Pie ,Continental,Lunch,6,0,0,0,0,0,0,lactose,361
372,372,373,Lentil Sauce  - Stewed Coconut Milk Sauce,kerala,Dessert,17,1,0,0,0,0,0,lactose,160
373,373,374,Tandoori Aloo Gobi Kathi Roll  - Spicy Aloo Gobi Frankie,Indian,Snack,0,1,0,0,0,0,0,lactose,171
374,374,375,Roasted Potatoes & Zucchini Bake  In A Creamy Parsley Sauce,Continental,Main Course,6,1,0,0,0,0,0,lactose,68
375,375,376,Spiced Whole Wheat Carrot Cake ,Continental,Snack,6,1,0,0,0,0,0,lactose,408
376,376,377,Grilled Tangy Lime Salmon Steak ,Continental,Dinner,6,0,0,1,0,0,0,None,206
377,377,378,Bihari Shakarkand Bhujia  - Spicy Sweet Potato Sabzi,North Indian ,Lunch,12,1,0,0,0,0,0,None,510
378,378,379,Egg White Spinach Omelette  With Garlic & Oregano,Continental,World Breakfast,6,0,0,0,0,0,0,None,204
379,379,380,No Onion No Garlic Spiced Apple Tomato Curry ,Kashmiri,Dinner,25,0,0,0,0,1,0,None,97
380,380,381,Homemade Spicy Ramen with Tofu ,Asian,Lunch,21,1,0,0,0,0,0,lactose,120
381,381,382,Ambul Polos Curry - Sri Lankan Jack Fruit Curry  With Pol Sambol,Asian,Lunch,21,1,0,0,0,0,0,None,230
382,382,383,Stuffed Gilka  (Maharashtrian Style Stuffed Silk Squash),Maharashtrian ,Lunch,11,1,0,0,0,0,0,None,120
383,383,384,Drumstick Spinach Juice ,South Indian ,Lunch,1,1,0,0,0,0,0,None,65
384,384,385,Palak Paneer  - Palak Paneer ,Punjabi,Dinner,8,1,0,1,0,0,0,lactose,83
385,385,386,Broken Wheat Upma Or Dalia Khichdi  for Babies & Toddlers,Indian,Indian Breakfast,0,1,0,0,0,0,0,None,112
386,386,387,Name Cucumber Salad  - Quickcomber sausage,South Indian ,Snack,1,1,0,1,0,0,0,None,52
387,387,388,Crispy Vegetable  - Crispy Bhujia,North Indian ,Lunch,12,0,1,0,0,0,0,None,474
388,388,389,Dried Neem Flower Flavored Rice ,South Indian ,Lunch,1,1,0,0,0,0,0,None,201
389,389,390,Cauliflower Croquettes ,Continental,Appetizer,6,1,0,0,0,0,0,lactose,155
390,390,391,Broccoli And Aloo Poriyal  - South Indian Broccoli And Potato Stir Fry,South Indian ,Lunch,1,1,0,0,0,0,0,None,310
391,391,392,Hot and Spicy Chicken Curry Noodles ,Chinese,Lunch,16,0,0,0,0,0,0,lactose,555
392,392,393,Nendra Pazham Pulissery  - Ayurvedic ,kerala,Lunch,17,1,0,0,0,0,0,lactose,232
393,393,394,Spinach Coriander Dosa  - Spinach and Coriander Dosa ,South Indian ,South Indian Breakfast,1,1,0,1,0,0,0,None,94
394,394,395,Rosemary And Thyme Chicken ,Continental,Dinner,6,0,0,1,0,0,0,None,140
395,395,396,Akoori with Green Peas  (Parsi Style Scrambled Eggs with Green Peas),Parsi ,Indian Breakfast,45,0,0,0,0,0,0,None,174
396,396,397,Mishti Doi  - Traditional Bengali Sweet Yogurt,Bengali ,Dessert,7,1,0,0,0,0,0,lactose,362
397,397,398,Whole Wheat Flour Murukku ,South Indian ,Snack,1,1,0,0,0,0,0,lactose,399
398,398,399,Indian Beaten Coffee  | Dalgona Coffee,North Indian ,Indian Breakfast,12,1,0,0,0,0,0,lactose,374
399,399,400,Coriander and Coconut Chutney  - Green Coriander And Coconut Chutney ( (),Indian,Side Dish,0,1,0,0,0,0,0,None,149
400,400,401,Lauki Badi Ki Sabzi ,Rajasthani,Main Course,20,1,0,0,0,0,0,None,162
401,401,402,Guilt Free Coconut Barfi ,North Indian ,Dessert,12,1,0,0,0,0,0,lactose,84
402,402,403,Kerala Chicken Curry  With Freshly Ground Spices,kerala,Lunch,17,0,0,0,0,0,0,lactose,320
403,403,404, Fulkopir Paturi ,Bengali ,Lunch,7,1,0,0,0,0,0,None,88
404,404,405,Apple Tart with Puff Pastry  (Open Pie),Continental,Dessert,6,1,0,0,0,0,0,None,355
405,405,406,Broccoli Soup  - For Babies/Toddlers above 7 months,Continental,Lunch,6,1,0,1,0,0,0,lactose,87
406,406,407,Karnataka Special Huli Tovve ,kerala,Lunch,17,1,0,0,0,0,0,peanuts,150
407,407,408,Garlic Tikki ,North Indian ,Appetizer,12,1,0,0,0,0,0,lactose,89
408,408,409,Baked Fish Crisps  (Fish Fry In Oven),Indian,Appetizer,0,0,0,1,0,0,0,None,126
409,409,410,Left Over Vadai Upma ,South Indian ,South Indian Breakfast,1,1,0,0,0,0,0,None,192
410,410,411,Hyderabadi Chand Biscuits ,Hyderabadi,Lunch,28,1,0,0,0,0,0,lactose,73
411,411,412,Mullu Murukku  - Mullu Murukku ,Tamil Nadu,Snack,10,1,0,0,0,0,0,lactose,60
412,412,413,Prawns Fried Rice ,Indian,Lunch,0,0,0,1,0,0,0,lactose,163
413,413,414,Homemade Vada Pav  With Spinach Corn Tikki,Maharashtrian ,Snack,11,1,0,0,0,0,0,lactose,290
414,414,415,Carrot Pulao  - Carrot Rice (),Indian,Dinner,0,1,0,0,0,0,0,None,84
415,415,416,Gur Paare  (A traditional Punjabi Wedding Sweet),Punjabi,Snack,8,1,0,0,0,0,0,None,50
416,416,417,Spinach & Garlic Potato Patties ,Continental,Appetizer,6,1,0,0,0,0,0,lactose,96
417,417,418,Pumpkin Peas Palya ,South Indian ,Lunch,1,1,0,0,0,0,0,None,305
418,418,419,Thandai Srikhand Tart ,North Indian ,Dessert,12,1,0,0,0,0,0,lactose,340
419,419,420,Masala Dosa  With Red Chutney - Masala Dosa With Red Chutney ,South Indian ,South Indian Breakfast,1,1,0,0,0,0,0,None,539
420,420,421,Palak (Spinach) Puri ,Indian,Indian Breakfast,0,1,0,0,0,0,0,None,46
421,421,422,Peas and Peel Vegetables (Peas & Peel Stir Fry ),Indian,Side Dish,0,1,0,0,0,0,0,None,81
422,422,423,How To Boil Eggs At Home - Boiled Eggs ,Continental,Lunch,6,1,0,0,0,0,0,None,155
423,423,424,Boiled Egg With Salt And Pepper  - Finger Food For Babies Above 9 Months,Indian,Snack,0,0,0,1,0,0,0,None,200
424,424,425,Spinach Thalipeeth ,Maharashtrian ,North Indian Breakfast,11,1,0,0,0,0,0,None,88
425,425,426,Paneer Satay ,North Indian ,Appetizer,12,1,0,1,0,0,0,lactose,225
426,426,427,Pumpkin Almond  - Ach Gert Surri With Dal,Tamil Nadu,Lunch,10,1,0,0,0,0,0,None,120
427,427,428,Taiwanese Pineapple Cake  - Shortcrust Pastry Cake,Asian,Dessert,21,0,0,0,0,0,0,lactose,319
428,428,429,Grilled lentil ,Maharashtrian ,Lunch,11,1,0,1,0,0,0,None,116
429,429,430,Chettinad Vengaya Kosu  (Spicy Curry from Chettinad Cuisine),Chettinad,Lunch,9,1,0,0,0,0,0,None,145
430,430,431,Greek Style Spinach Spanakopita ,Greek,Appetizer,46,1,0,0,0,0,0,lactose,494
431,431,432,Lauki Burfi With Paneer  - Bottle Gourd Fudge With Cottage Cheese,Indian,Dessert,0,1,0,0,0,0,0,lactose,190
432,432,433,Menthi Aaku Badeela Koora  - Besan Muthia Cooked With Methi Leaves,Andhra,Side Dish,2,0,1,0,0,0,0,None,130
433,433,434,Microwaved Egg-Omelette-In-A-Mug ,Continental,World Breakfast,6,0,0,0,0,0,0,None,154
434,434,435,Sesame Kameer Good Ride (Orange Khair),Assamese,Dessert,31,1,0,0,0,0,0,lactose,125
435,435,436,Green Pea Pakoras  - Green Pea Freighters,Indian,Snack,0,1,0,0,0,0,0,None,181
436,436,437,Sooji Halwa Breakfast Bowl ,Indian,Indian Breakfast,0,1,0,0,0,0,0,None,285
437,437,438,Banana Digestive Pudding  With Pistachios,Continental,World Breakfast,6,1,0,0,0,0,0,lactose,101
438,438,439,Chawli Ki Phali & Aloo Sabzi ,North Indian ,Side Dish,12,1,0,0,0,0,0,None,180
439,439,440,Karnataka Style Gasagase Payasa - Poppy seed Payasam,Karnataka,Dessert,26,1,0,0,0,0,0,lactose,136
440,440,441,Meethe Chawal  - Zarda Pulao,Awadhi,Main Course,35,1,0,0,0,0,0,lactose,130
441,441,442,Navratan Korma ,North Indian ,Lunch,12,1,0,0,0,0,0,lactose,223
442,442,443,Rice  - Steamed Rice ,Indian,Main Course,0,1,0,0,0,0,0,None,130
443,443,444,Malpua  with Rabri (A Spiced Indian Pancake with Milk Pudding),Indian,Dessert,0,1,0,0,0,0,0,lactose,123
444,444,445,Mexican Style Omelette With Avocado Dressing ,Mexican,World Breakfast,4,0,0,0,0,0,0,lactose,180
445,445,446,Bavarian Mushroom Sauce ,Mexican,World Breakfast,4,0,0,0,0,0,0,lactose,98
446,446,447,Paneer Mushroom Stuffed Spinach Wrap Flavoured With Prunes,Continental,Lunch,6,1,0,0,0,0,0,mushroom,90
447,447,448,Karpooravalli Chutney  (Tamil Nadu Chutney With Big Thyme),Tamil Nadu,Side Dish,10,1,0,0,0,0,0,None,149
448,448,449,Star Trek Curry  (Parsi Steel Vegetable Curry),Parsi ,Lunch,45,1,0,0,0,0,0,None,203
449,449,450,Chicken With Mushroom Sauce ,Continental,Lunch,6,0,0,0,0,0,0,lactose,316
450,450,451,Goan Chicken Vindaloo ,Goan ,Dinner,30,0,0,0,0,0,0,None,130
451,451,452,Indo Chinese Hot and Sour Spinach Soup ,Fusion,Side Dish,5,1,0,0,0,0,0,None,142
452,452,453,Kashmiri Kokur T Nadir -Chicken and Lotus Stem Curry,Kashmiri,Lunch,25,0,0,1,0,0,0,lactose,801
453,453,454,Spicy Chickpea Tacos  With Indian Twist,Mexican,Appetizer,4,0,0,0,1,0,0,None,226
454,454,455,Nepalese Style Dhal Bhat ,Nepalese,Lunch,47,1,0,1,0,0,0,None,230
455,455,456,Ginger Sesame Chicken With Bok Choy And Mushrooms ,Chinese,Lunch,16,1,0,0,0,0,0,mushroom,265
456,456,457,Murungakkai Mor Kuzhambu -Drumstick Buttermilk Curry,Tamil Nadu,Lunch,10,1,0,0,0,0,0,lactose,153
457,457,458,Parsi Style Lagan Sara Istew  - Rich Sweet Assorted Vegetable Curry,Parsi ,Dinner,45,1,0,0,0,0,0,None,320
458,458,459,Arunachal Pradesh Zan  - Finger Millet Porridge with Vegetables ,North East India ,North Indian Breakfast,37,0,0,0,1,0,0,None,209
459,459,460,Green Chana Chutney (Green Chickpea Chutney) ,Rajasthani,Side Dish,20,1,0,0,0,0,0,lactose,100
460,460,461,Mixed Beans Vegetable Pulao ,Indian,Dinner,0,1,0,0,0,0,0,None,153
461,461,462,Pacha Manga Pachadi  - Raw Mango Pachadi,Tamil Nadu,Side Dish,10,1,0,0,0,0,0,None,250
462,462,463,Odiya Style Chana Dal With Potato & Pumpkin Curry ,Oriya ,Dinner,48,1,0,0,0,0,0,None,103
463,463,464,Black Pepper Singhada Vegetable ,North Indian ,Side Dish,12,0,0,0,0,1,0,None,120
464,464,465,Puli Upma  - Tamarind & Reese Rao Upma,South Indian ,Snack,1,0,0,0,1,0,0,None,378
465,465,466,Whole Wheat Eggless Cinnamon & Raisin Swirl Bread ,Continental,Snack,6,1,0,0,0,0,0,None,260
466,466,467,Egg Pulao ,Indian,Lunch,0,0,0,0,0,0,0,lactose,240
467,467,468,Methi Muthiya (Wheat Flour And Fenugreek Dumplings) ,Indian,Snack,0,1,0,0,0,0,0,None,323
468,468,469,High Protein Spinach Basil & Cheese Omelette ,French,World Breakfast,49,1,0,0,0,0,0,lactose,300
